comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope,post_id,model_prediction,feeling
44180,945528,خسارة مكاش لي موناد مجانا,tiktok,Dz Forest Restaurant,2026-01-02T20:11:40.511665,0,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
44076,402706,تبيع بلعضة خويا,tiktok,Dz Forest Restaurant,2026-01-02T20:11:36.764962,0,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
43946,535881,مليحة  [APPRECIATION],tiktok,Dz Forest Restaurant,2026-01-02T20:11:33.052625,1,,,appreciation,,,,False,1061.0,"[""place_appreciation""]",positive
43962,547645,نزيد مياتلف وناكل عند هشام كوك دوك كنت نشوف زادلهم فينيقرات,tiktok,Dz Forest Restaurant,2026-01-02T20:11:33.052636,5,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44528,663401,Pour toi parce que en France tu peux pas te permettre de les manger !,tiktok,Dz Forest Restaurant,2026-01-02T20:11:55.384169,0,,,,,,,True,1061.0,[],neutral
44494,544176,استغفر الله . و الله ما نقدر نشري ب 500 الف . حدي حد 100 الف.,tiktok,Dz Forest Restaurant,2026-01-02T20:11:55.060117,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44146,285979,بلاص وين صاحبي,tiktok,Dz Forest Restaurant,2026-01-02T20:11:39.498533,0,,,Inquiry,,,,False,1061.0,"[""place_inquiry""]",neutral
44674,268307,مع طابلة والكراسة مايجوش بذيك السومة,tiktok,Dz Forest Restaurant,2026-01-02T20:12:02.219700,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44118,792903,آلله ايبارك هذاك هو,tiktok,Dz Forest Restaurant,2026-01-02T20:11:38.303339,0,,,,,,,True,1061.0,[],neutral
43960,806248,عجبني العرض تاعك خير من تع هشام كوك,tiktok,Dz Forest Restaurant,2026-01-02T20:11:33.052634,0,,,,,,,True,1061.0,[],neutral
43776,933898,سومة مليحة رآه فيه الحميص والفريت والغزوز,tiktok,Dz Forest Restaurant,2026-01-02T20:11:30.146836,7,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44332,662799,500 الف قعدة في 10 فينا الارنب البري أو لي زابا اونسوس حادرين مع الجو أو لهوا نقي عن البربر اتحتث  ربي عاونكم [APPRECIATION],tiktok,Dz Forest Restaurant,2026-01-02T20:11:47.144735,0,,,,,,,True,1061.0,[],neutral
44022,135552,500ألف ناكل كويس تاع إيناس عبدلي,tiktok,Dz Forest Restaurant,2026-01-02T20:11:35.500155,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
43854,157897,این المحل اخی الکریم ربی یعینك,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.019806,0,,,inquiry,,,,False,1061.0,"[""place_inquiry""]",neutral
43796,812389,"c'est le prix le moins chère du monde , vive l'Algérie.",tiktok,Dz Forest Restaurant,2026-01-02T20:11:31.252313,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44666,398035,مع قرعة ڨازوز هذيك هي مغلطتش,tiktok,Dz Forest Restaurant,2026-01-02T20:12:02.219693,0,,,,,appreciation,,False,1061.0,"[""price_appreciation""]",positive
43746,142465,ليزالجيريا ميحشموش صح أعط تشريهم و طيبهم وحدك يستقامولك 200ألف,tiktok,Dz Forest Restaurant,2026-01-02T20:11:27.904471,1,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
43866,423829,بهداك اللحم پيريمي تاع البريزيل؟,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.083865,1,"complaint,inquiry",,,,,,False,1061.0,[],neutral
44508,657559,500 الف نروح بيها للمروك نشبع طواحين,tiktok,Dz Forest Restaurant,2026-01-02T20:11:55.384152,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
43976,161495,راك فالمعقول سعر معقول اين يوجد هدا المطعم,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.194221,2,,,Inquiry,,Appreciation,,False,1061.0,"[""place_inquiry"", ""price_appreciation""]",positive
43968,946479,Makla. pour 5 personnes. on cotise. x5. Ça nous reviens moins cher,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.194214,1,,,,,,,True,1061.0,[],neutral
44622,265568,تخص حاجة هيا قرعة ڨازوز دوزيام سيريو,tiktok,Dz Forest Restaurant,2026-01-02T20:12:00.943147,0,recommendation,,,,,,False,1061.0,"[""food_recommendation""]",positive
44470,678475,10 كبدة 70. 10 ماريني 50 . 10 لحم 60 . 10 مرقاز 70 . عشرة سكالوب 30. 10 قلب 40 10 كباب 60 جاجة 120 مع الفريت والحميص سعر معقول جدا بشرط كبدة متكونش تاع الجاج,tiktok,Dz Forest Restaurant,2026-01-02T20:11:54.829311,1,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
43772,789913,كي دير حساب لشخص واحد 5اصحاب1000da سعر ممتاز.,tiktok,Dz Forest Restaurant,2026-01-02T20:11:30.146828,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44094,556195,سومة. مكان مكان هذيك هي نفس سومة في كل لي ريسطورو,tiktok,Dz Forest Restaurant,2026-01-02T20:11:38.303313,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44558,393430,هدي عدنا ف وهران تجيك. فوق مليون . هنا طغاو,tiktok,Dz Forest Restaurant,2026-01-02T20:11:56.278214,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44450,940048,آيّهِ فُشّـبّـآبّـ,tiktok,Dz Forest Restaurant,2026-01-02T20:11:53.838453,0,,,,,,,True,1061.0,[],neutral
44600,930119,نحي دجاجة بشحال تحسبلي ؟!,tiktok,Dz Forest Restaurant,2026-01-02T20:11:59.457751,0,,,,,inquiry,,False,1061.0,"[""price_inquiry""]",neutral
44280,686059,والسلام عليكم,tiktok,Dz Forest Restaurant,2026-01-02T20:11:44.775994,0,,,,,,,True,1061.0,[],neutral
44032,949090,تعواش الكبدة خروف ولا جاج,tiktok,Dz Forest Restaurant,2026-01-02T20:11:35.500163,1,Inquiry,,,,,,False,1061.0,"[""food_inquiry""]",neutral
43904,677890,الله يبارك شهيتنى,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.869762,0,,,,,,,True,1061.0,[],neutral
43942,407093,سعر خيالي,tiktok,Dz Forest Restaurant,2026-01-02T20:11:33.052622,1,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44574,423962,طايحة هديك هي سومة وش من عرض,tiktok,Dz Forest Restaurant,2026-01-02T20:11:59.457717,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44310,526873,Bon prix wallah c’est raisonnable c’est tu compte 70 brochettes à 6 alef420 plus un poulet rôti frites j’ai,tiktok,Dz Forest Restaurant,2026-01-02T20:11:47.144713,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44530,538153,vive la viande d âne,tiktok,Dz Forest Restaurant,2026-01-02T20:11:55.384171,0,Appreciation,,,,,,False,1061.0,"[""food_appreciation""]",positive
44132,815731,واش ندير بالقلب,tiktok,Dz Forest Restaurant,2026-01-02T20:11:39.498521,0,,,,,,,True,1061.0,[],neutral
43996,160394,على 3 تع صباح خرجلي فيديو حمستني,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.194236,2,,,,,,,True,1061.0,[],neutral
43770,150542,لباس معقول عرضة ثلاثة من ناس,tiktok,Dz Forest Restaurant,2026-01-02T20:11:30.146824,0,,,,,,,True,1061.0,[],neutral
44254,806242,سعر مليح,tiktok,Dz Forest Restaurant,2026-01-02T20:11:43.250402,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
43966,274352,عندنا في شرق حبيبي حسبتها جاتك 420 الف صحبوب,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.194212,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44330,263230,والله كامل 300,tiktok,Dz Forest Restaurant,2026-01-02T20:11:47.144733,0,,,,,,,True,1061.0,[],neutral
43982,655367,انا حسبتها غالي بصح كي قلت فيها الخبز وقرعة لڨازوز هذيك هيا,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.194225,1,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44276,817705,سومة تع لورو,tiktok,Dz Forest Restaurant,2026-01-02T20:11:44.775979,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44640,656355,شحال لازم نخلص باش انجيبلك 500الف,tiktok,Dz Forest Restaurant,2026-01-02T20:12:00.943160,0,,,,,Inquiry,,False,1061.0,"[""price_inquiry""]",neutral
43740,930481,"Autrement dit 1/2 million, le salaire moyen c’est 3 millions soit un 1/6 d’un salaire pour un repas c’est aberrant !",tiktok,Dz Forest Restaurant,2026-01-02T20:11:27.904466,1,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44536,134062,نقول للمحسن احسنت وللمخطئ اخطأت دومي مال مليحة الخاوة باين يدي شوي فايدة ليه حق الكرا والخدام وحقو دومي مال مقبولة,tiktok,Dz Forest Restaurant,2026-01-02T20:11:56.278186,0,,,,,,,True,1061.0,[],neutral
43956,787419,الله ابارك روح شوف البرومو تع هشام كوك ب 600ااف و اضحك على الناس,tiktok,Dz Forest Restaurant,2026-01-02T20:11:33.052632,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44638,263492,pas très hygiénique la barbe.,tiktok,Dz Forest Restaurant,2026-01-02T20:12:00.943159,0,,,Complaint,,,,False,1061.0,"[""place_complaint""]",negative
44654,673683,عندنا في الجلفة 70 ×4000=210الف دجاج ب 90 الف والفريت ب15 والحميص باطل والقازوز ب15 330 الف كامل هذي في الجلفة ولي ماشي مصدق يجي لجلفة نديه ياكل عذون كامل بذي السومة,tiktok,Dz Forest Restaurant,2026-01-02T20:12:02.219671,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44086,553677,500 نشري كيلو مرقاز و2 دجاج ونشري كيلواللحم ونشري نصف كيلواللحم مرحي وكيلو فلفل حلو وكيلو حار وكيلو طماطم ونعرض عمي وولادو وعمتي وولادها وخالي وخالتي،،،،،،،،،،،،الخ نديرو العرس وتفضل تسعين الف,tiktok,Dz Forest Restaurant,2026-01-02T20:11:38.303303,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44522,811017,بالقرعة تاع لقازوز هذيك هي في عين مليلة تتعشى هك ب 250 ويزيد يمدلك لحلوة,tiktok,Dz Forest Restaurant,2026-01-02T20:11:55.384164,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
43838,417092,هذاك هو ما درتوحتى مزية,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.019789,0,,,,,,,True,1061.0,[],neutral
44028,532662,ولي يدي غي ليبروشات شحال,tiktok,Dz Forest Restaurant,2026-01-02T20:11:35.500159,0,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
44566,145934,500 نجيب ميسي يتواركيلي,tiktok,Dz Forest Restaurant,2026-01-02T20:11:56.278220,0,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
43916,277328,mliha les équipes w n9i mchallah,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.869775,1,,appreciation,appreciation,,,appreciation,False,1061.0,"[""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
44608,794402,لعروض لي خلاوني قاعد فدزاير,tiktok,Dz Forest Restaurant,2026-01-02T20:11:59.457758,0,,,appreciation,,,,False,1061.0,"[""place_appreciation""]",positive
44024,413737,الحق يقال سعر معقول هاذاك هوا. ربي يوفق ان شاء الله,tiktok,Dz Forest Restaurant,2026-01-02T20:11:35.500157,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44010,139944,يا خو لحم حلال,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.553656,1,inquiry,,,,,,False,1061.0,"[""food_inquiry""]",neutral
44144,545439,كامل 520000 في تاجنانت,tiktok,Dz Forest Restaurant,2026-01-02T20:11:39.498531,0,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
43924,554621,هذا صحا,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.869789,0,,,Inquiry,,,,False,1061.0,"[""place_inquiry""]",neutral
44170,414514,والله غير سومة هايلة جدا. قاع,tiktok,Dz Forest Restaurant,2026-01-02T20:11:40.511654,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44328,683734,500الف نشري بيها جدي,tiktok,Dz Forest Restaurant,2026-01-02T20:11:47.144732,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44178,420905,كليتو في ريسطورو تاع اليمن في عنابة ب 350,tiktok,Dz Forest Restaurant,2026-01-02T20:11:40.511663,0,,,,,,,True,1061.0,[],neutral
44606,283076,هاذيك هيا سومة خارجة قرعة قازوز باطل ههههه ماشي حاجة,tiktok,Dz Forest Restaurant,2026-01-02T20:11:59.457756,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44188,938939,تواصل فيها,tiktok,Dz Forest Restaurant,2026-01-02T20:11:40.511673,0,,,,,,,True,1061.0,[],neutral
43940,800725,Respect pour tes prix aux delà du reasonable.  [APPRECIATION] [TREATMENT],tiktok,Dz Forest Restaurant,2026-01-02T20:11:33.052621,2,,,Appreciation,,Appreciation,,False,1061.0,"[""place_appreciation"", ""price_appreciation""]",positive
44214,528043,ناكل 150 مطرق كبدة في راس الواد ب 500,tiktok,Dz Forest Restaurant,2026-01-02T20:11:41.303502,0,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44038,529011,win ?,tiktok,Dz Forest Restaurant,2026-01-02T20:11:35.500167,0,,,Inquiry,,,,False,1061.0,"[""place_inquiry""]",neutral
44268,160512,من 80 ل 100 فايدة [APPRECIATION],tiktok,Dz Forest Restaurant,2026-01-02T20:11:43.250433,0,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
44468,554076,500الف نشري رسلة تع جديان ونتكيها الكل,tiktok,Dz Forest Restaurant,2026-01-02T20:11:54.829310,1,,,,,Complaint,,False,1061.0,"[""price_complaint""]",negative
44548,658523,رخيس ؟ يس بنين؟ لا,tiktok,Dz Forest Restaurant,2026-01-02T20:11:56.278206,0,complaint,,,,appreciation,,False,1061.0,"[""food_complaint"", ""price_appreciation""]",neutral
44142,935457,والله مليحة علكيف,tiktok,Dz Forest Restaurant,2026-01-02T20:11:39.498530,0,,,,,,,True,1061.0,[],neutral
43884,677874,مليح 500 الف,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.083883,1,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44634,537839,رواح وهران صاحبي رواح رانا مسحقينك,tiktok,Dz Forest Restaurant,2026-01-02T20:12:00.943156,0,,,,,,,True,1061.0,[],neutral
44324,280906,سعر مناسب، 70 × 50 = 3500 دج + 1000 دج دجاجة + 200 دج فريت + 200 دج حميص+ 100 دج قازوز = 5000 دج,tiktok,Dz Forest Restaurant,2026-01-02T20:11:47.144725,0,,,,,Appreciation,,False,1061.0,"[""price_appreciation""]",positive
44644,661301,تعجبني تاع وقرعة ڨازوز,tiktok,Dz Forest Restaurant,2026-01-02T20:12:00.943163,0,appreciation,,,,,,False,1061.0,"[""food_appreciation""]",positive
43984,270807,العنوان من فضلك مشاء الله غير نهبط للبلاد راني عندك انشاء الله. يخلف علي الاورو راهو غالي .,tiktok,Dz Forest Restaurant,2026-01-02T20:11:34.194227,1,,,,,,,True,1061.0,[],neutral
43880,926401,العنون من فضلكم,tiktok,Dz Forest Restaurant,2026-01-02T20:11:32.083879,1,,,Inquiry,,,,False,1061.0,"[""place_inquiry""]",neutral
43752,554026,500 ندخل شريك مع هشام كوك,tiktok,Dz Forest Restaurant,2026-01-02T20:11:27.904476,13,,,,,complaint,,False,1061.0,"[""price_complaint""]",negative
44204,131801,والله يستاهل  [APPRECIATION],tiktok,Dz Forest Restaurant,2026-01-02T20:11:40.625291,0,,,,,,,True,1061.0,[],neutral
44518,927092,"je mets ma main à couper que si le prix des automobile serait le même en France qu'en Algérie tous les français prendrais le métro , ne vous fiez pas au smic ils savent faire de l'argent. bien sur il y a des miséreux partout .",tiktok,Dz Forest Restaurant,2026-01-02T20:11:55.384161,0,,,,,,,True,1061.0,[],neutral
10377,553742,واش خليتي لهاا500الف نشري فخض ونشويه ونشبع خير,Facebook,Dz Forest Restaurant,2025-10-14T16:16:46.000Z,0,,,,,complaint,,False,1269.0,"[""price_complaint""]",negative
10028,787545,Hamid Le Grand انيييك باباك الكللب ياخنزييير بن خنزززير ياطحااان يالقييييط تع زززززبي,Facebook,Dz Forest Restaurant,2025-10-13T12:25:29.000Z,0,,,,,,,True,1269.0,[],neutral
9673,547462,يونس عبد الرؤوف علاه المرڨاز تاع سيد هذا نضيف. ؟!,Facebook,Dz Forest Restaurant,2025-10-13T10:25:05.000Z,1,inquiry,,,,,,False,1269.0,"[""food_inquiry""]",neutral
10068,140721,Abdesselem Abdessemad واحد كيما نتا كون يديرهالك بمية متروحش تاكل برا هادي داخلة فالثقافة,Facebook,Dz Forest Restaurant,2025-10-13T13:02:46.000Z,1,,,,,complaint,,False,1269.0,"[""price_complaint""]",negative
10485,265784,علاه 500 الف باطل بزززززاف,Facebook,Dz Forest Restaurant,2025-10-13T13:08:17.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10050,786644,Abdou Mezaguer ن حتشون يماك القحبة مديرو في مك وتمسح فيك يا ديوث,Facebook,Dz Forest Restaurant,2025-10-13T11:38:55.000Z,0,,,,,,,True,1269.0,[],neutral
9985,535259,Hmidat Aissni هيه احسبهم با 300 الف و كمل لحساب تلقاه زايد مشي منقص,Facebook,Dz Forest Restaurant,2025-10-13T11:50:41.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10776,134013,خليل رحماني بلاك انت تروح تقلش ماشي تروح تشبع كرشك,Facebook,Dz Forest Restaurant,2025-10-14T18:22:42.000Z,0,,,,,,,True,1269.0,[],neutral
9658,937371,حنان بوخنفير بغابة بن مراد برج الكيفان وهذا هو الموقع https://maps. app. goo. gl/TJSKoH1ae6Mn7c9f9? g_st=ac,Facebook,Dz Forest Restaurant,2025-10-16T18:09:38.000Z,0,,,,,,,True,1269.0,[],neutral
9883,658217,Hamid Le Grand لعنة الله عليك يا كلب,Facebook,Dz Forest Restaurant,2025-10-13T07:59:44.000Z,0,,,,,,,True,1269.0,[],neutral
9610,265405,أم دانيال مرحبا بكم  [APPRECIATION],Facebook,Dz Forest Restaurant,2025-10-16T17:56:38.000Z,0,,,,,,,True,1269.0,[],neutral
10713,142837,خليل رحماني حشالكم الله غالب . هههه بصح هدي مهيش نورمال 500 الف ؟؟؟؟ نشري نص كيلو لحم هبرة 150الف نص كيلو مرڨاز 70 الف كيلو سكالوب 80الف نص كيلو ليزابا 60 الف جاجة 80 الف نشري قرعة ڨازوز 15 الف 3كيلو بطاطا 20 الف فرماج وبيض 20 الف والعائلة الكريمة كامل تاكل الله يبارك ماشي زوج بروشات تاع الشحمة محروقين غير لعواد تقول 500 الف,Facebook,Dz Forest Restaurant,2025-10-13T23:51:42.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10516,655599,خليل رحماني هذاك حشاهالكم,Facebook,Dz Forest Restaurant,2025-10-13T07:39:00.000Z,0,,,,,,,True,1269.0,[],neutral
10332,150654,Mohamed Solo تسما السيد يطيبلك باطل هكا راك حاب تقول ؟؟ فهمني برك كيفاش تخمم ؟؟,Facebook,Dz Forest Restaurant,2025-10-13T23:15:03.000Z,0,,,,,,,True,1269.0,[],neutral
10401,926707,Hamid Le Grand وشمن ولاية وين تسكن,Facebook,Dz Forest Restaurant,2025-10-13T04:59:58.000Z,0,,,,,,,True,1269.0,[],neutral
10505,810053,Mohamed Solo ياك مقالكش أرواح تاكل عندي بالسيف. كهل تاع شكوبي,Facebook,Dz Forest Restaurant,2025-10-15T13:56:32.000Z,0,,,,,,,True,1269.0,[],neutral
10046,285559,Naili Fouad Abdelkrim سكالوب راهو يدير ب 30 دج الكبدة من 40دج اللحم والمرقاز ب 45دج . باين يكثر سكالوب راهي غالية روح اشري نص كيلو لحم تاع ابانيا ونص كيلو بقري اسباني . ودجاجة كبير ب 120 الف كل شي يجيك 280,Facebook,Dz Forest Restaurant,2025-10-13T08:17:08.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10569,273647,خليل رحماني معليش 20مرقاز 5الف للحبة تساوي 100الف و 50 بروشات يديروها 3الف تساوي 150الف جاج 100الف فريت 20الف كمونبير معليش نديروه هذاك تاع 10الف تبيعو 50الف الغازوز 20الف لحميس 20الف راه للحساب بزيادى طلع شحال 460الف بزيادى نتا مريض حاب درلنا العاب الخفة واقيل,Facebook,Dz Forest Restaurant,2025-10-13T09:27:59.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10482,656547,الحشوة راها مابين 70 أو 40 بروشات  [COMPLAINT],Facebook,Dz Forest Restaurant,2025-10-13T21:23:32.000Z,0,,,,,,,True,1269.0,[],neutral
10316,943560,Hamid Le Grand الله يلعنك يا خنزير ماتسواش غرام,Facebook,Dz Forest Restaurant,2025-10-13T02:34:03.000Z,0,,,,,,,True,1269.0,[],neutral
9964,942732,Omar Ichbilya لا يفوتو مثال 70 بروشات تفوت 3500 احسب فقط على 50 هو اكثر,Facebook,Dz Forest Restaurant,2025-10-12T22:55:34.000Z,1,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10507,807143,خليل رحماني غلط في حساب برك,Facebook,Dz Forest Restaurant,2025-10-13T06:01:14.000Z,0,,,,,complaint,,False,1269.0,"[""price_complaint""]",negative
9837,947178,كنت راح نقلك غالية بصح شفتك جبت قرعة ڨازوز بطلت صح باطل,Facebook,Dz Forest Restaurant,2025-10-12T22:12:11.000Z,7,,,,,Appreciation,,False,1269.0,"[""price_appreciation""]",positive
10780,549453,خليل رحماني راك. كبش رومانية حشوهالك هههه,Facebook,Dz Forest Restaurant,2025-10-15T22:27:50.000Z,0,,,,,,,True,1269.0,[],neutral
9848,412733,Sou Sau Hafi كاليتي وكونتيتي,Facebook,Dz Forest Restaurant,2025-10-13T16:19:41.000Z,0,appreciation,,,,,,False,1269.0,"[""food_appreciation""]",positive
10728,410435,500 الف في جيبي ثاني ما عدك ما تڨول فيها. !,Facebook,Dz Forest Restaurant,2025-10-14T18:36:47.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
9977,413355,Yacine Bouakaz هادو يسرقو غير بالخرطي,Facebook,Dz Forest Restaurant,2025-10-13T18:44:34.000Z,1,,,,,,,True,1269.0,[],neutral
10073,408295,Mansøur Møu Řad حنا فالحراش مرقاز ب 80 الف ونوعية الزاوجة 70 الف,Facebook,Dz Forest Restaurant,2025-10-13T18:27:09.000Z,1,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10379,136701,5000ألف غير بالفم نقضيهم لدار ماشي ناكلهم في نهار ولينا سبوعة,Facebook,Dz Forest Restaurant,2025-10-15T13:08:38.000Z,0,,,,,complaint,,False,1269.0,"[""price_complaint""]",negative
8943,537927,هذا الكومنتار للجالية نتاعنا كل هذا ب €20,Facebook,Dz Forest Restaurant,2025-10-13T18:09:03.000Z,60,,,,,complaint,,False,1269.0,"[""price_complaint""]",negative
9864,157271,ڨالها و ما حشمش  كي قال كل اتنين پرومو انا قلت 200 الف,Facebook,Dz Forest Restaurant,2025-10-13T17:41:55.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10283,529711,هذا مطعم ماشي يمشي واش راك تخلط,Facebook,Dz Forest Restaurant,2025-10-13T21:49:44.000Z,0,,,,,,,True,1269.0,[],neutral
10769,409189,خمسميتلف. فيها. مصروف. من. الاتنين. الى. اتنين. التاني. تسبوع. كامل. غداء. وعشاء. ماشء. الله. هادا. ببليستي. تاع. زوفريا,Facebook,Dz Forest Restaurant,2025-10-13T20:52:16.000Z,0,,,,,Complaint,,False,1269.0,"[""price_complaint""]",negative
10145,161698,Hakima Constantine هذا الأكل كله أقل شيئ سومتو. تفوق 660. 000 يعني راه منقص أكثر من 150 ألف. . خاصة إذا كان المطعم chiiiik. يعني فخم أو شباب. وراح نوضحلك أكثر : المرڨاز ____ 7000 للمطرق اللحم ____ 7000 للمطرق الكبدة ____ 7000 للمطرق السكالوب ____ 4000 للمطرق الدجاج ____100. 000 للدجاجة الفريث ____ 20. 000 الحميص ____ 15. 000 الليمونادة ____ 15. 000 كمومبااار ____ 15. 000 للكعبة أو أكثر.,Facebook,Dz Forest Restaurant,2025-10-13T14:28:00.000Z,0,Complaint,,,,Complaint,,False,1269.0,"[""food_complaint"", ""price_complaint""]",negative
